IPI,brain TSCs (Not Phosphorylated),brownfat TSCs (Not Phosphorylated),heart TSCs (Not Phosphorylated),kidney TSCs (Not Phosphorylated),liver TSCs (Not Phosphorylated),lung TSCs (Not Phosphorylated),pancreas TSCs (Not Phosphorylated),spleen TSCs (Not Phosphorylated),testis TSCs (Not Phosphorylated),normalized_brain_TSC,normalized_brownfat_TSC,normalized_heart_TSC,normalized_kidney_TSC,normalized_liver_TSC,normalized_lung_TSC,normalized_pancreas_TSC,normalized_spleen_TSC,normalized_testis_TSC,CV
IPI00331182,162,389,35,87,87,58,10,43,8,184300.34129692832,442548.3503981797,39817.97497155859,98976.10921501707,98976.10921501707,65984.07281001138,11376.564277588168,48919.22639362913,9101.251422070534,121.93
IPI00816946,59,17,6,18,34,9,10,9,6,351190.47619047615,101190.4761904762,35714.28571428571,107142.85714285713,202380.9523809524,53571.428571428565,59523.80952380952,53571.428571428565,35714.28571428571,93.71
IPI00228633,100,105,78,53,42,65,27,43,50,177619.89342806395,186500.88809946712,138543.5168738899,94138.54351687389,74600.35523978685,115452.93072824155,47957.37122557726,76376.5541740675,88809.94671403198,42.92
IPI00262743,21,53,11,24,51,25,31,14,18,84677.4193548387,213709.67741935485,44354.838709677424,96774.19354838709,205645.1612903226,100806.45161290321,125000.0,56451.6129032258,72580.64516129033,54.74
IPI00319652,14,15,19,74,79,42,10,61,16,42424.242424242424,45454.545454545456,57575.757575757576,224242.42424242425,239393.9393939394,127272.72727272726,30303.030303030304,184848.48484848483,48484.84848484849,76.17
IPI00117281,26,19,13,33,23,18,6,20,40,131313.13131313134,95959.59595959596,65656.56565656567,166666.66666666666,116161.61616161616,90909.09090909091,30303.030303030304,101010.101010101,202020.202020202,46.24
IPI00116959,1,2,7,3,12,5,2,6,6,22727.272727272728,45454.545454545456,159090.9090909091,68181.81818181818,272727.2727272727,113636.36363636363,45454.545454545456,136363.63636363635,136363.63636363635,69.7
IPI00119058,28,7,14,9,14,24,2,28,8,208955.223880597,52238.80597014925,104477.6119402985,67164.17910447762,104477.6119402985,179104.4776119403,14925.373134328358,208955.223880597,59701.49253731343,64.55
IPI00130530,24,25,31,57,83,19,30,17,23,77669.90291262136,80906.14886731391,100323.62459546926,184466.01941747573,268608.4142394822,61488.67313915857,97087.3786407767,55016.181229773465,74433.6569579288,63.23
IPI00267855,33,7,6,12,8,13,6,14,3,323529.4117647059,68627.45098039217,58823.529411764706,117647.05882352941,78431.37254901961,127450.98039215685,58823.529411764706,137254.90196078434,29411.764705882353,78.67
IPI00117083,23,27,30,29,29,6,8,9,11,133720.93023255814,156976.7441860465,174418.6046511628,168604.6511627907,168604.6511627907,34883.72093023256,46511.62790697674,52325.58139534884,63953.48837209302,54.09
IPI00125319,18,2,1,6,1,22,6,12,10,230769.23076923078,25641.02564102564,12820.51282051282,76923.07692307692,12820.51282051282,282051.28205128206,76923.07692307692,153846.15384615384,128205.12820512819,86.92
IPI00117167,62,61,26,58,14,128,16,91,19,130526.31578947368,128421.05263157893,54736.84210526316,122105.26315789473,29473.684210526317,269473.6842105263,33684.21052631579,191578.94736842104,40000.0,73.42
IPI00230355,24,12,13,24,19,23,41,39,49,98360.65573770492,49180.32786885246,53278.68852459016,98360.65573770492,77868.8524590164,94262.29508196721,168032.7868852459,159836.0655737705,200819.67213114756,47.79
IPI00111359,28,11,12,40,19,19,14,27,28,141414.1414141414,55555.555555555555,60606.06060606061,202020.202020202,95959.59595959596,95959.59595959596,70707.0707070707,136363.63636363635,141414.1414141414,43.24
IPI00127691,8,8,3,54,17,11,1,10,9,66115.70247933884,66115.70247933884,24793.388429752067,446280.9917355372,140495.86776859505,90909.09090909091,8264.462809917355,82644.62809917355,74380.1652892562,118.14
IPI00331241,2,1,4,29,129,25,8,3,14,9302.32558139535,4651.162790697675,18604.6511627907,134883.72093023258,600000.0,116279.06976744186,37209.3023255814,13953.488372093023,65116.27906976744,170.43
IPI00323911,32,22,19,23,30,31,2,8,64,138528.13852813852,95238.09523809524,82251.08225108226,99567.09956709956,129870.12987012985,134199.13419913422,8658.008658008657,34632.03463203463,277056.27705627703,68.79
IPI00121051,20,38,46,65,67,37,7,4,3,69686.41114982578,132404.181184669,160278.7456445993,226480.8362369338,233449.47735191637,128919.8606271777,24390.243902439026,13937.282229965156,10452.961672473868,78.12
IPI00230212,56,27,34,64,117,66,26,12,58,121739.13043478261,58695.65217391305,73913.04347826088,139130.4347826087,254347.82608695648,143478.26086956522,56521.739130434784,26086.95652173913,126086.95652173912,61.23
IPI00228820,30,41,56,77,97,83,78,21,119,49833.88704318937,68106.31229235881,93023.25581395348,127906.97674418605,161129.5681063123,137873.7541528239,129568.10631229235,34883.72093023256,197674.41860465115,48.34
IPI00114380,44,12,28,47,12,21,10,22,59,172549.01960784313,47058.82352941176,109803.92156862745,184313.72549019608,47058.82352941176,82352.94117647059,39215.686274509804,86274.50980392157,231372.54901960786,62.37
IPI00114285,24,28,49,42,41,50,16,21,10,85409.25266903915,99644.12811387901,174377.22419928826,149466.19217081848,145907.47330960855,177935.94306049822,56939.50177935943,74733.09608540924,35587.18861209965,47.09
IPI00555023,20,4,11,13,34,17,19,16,10,138888.8888888889,27777.777777777777,76388.88888888889,90277.77777777778,236111.1111111111,118055.55555555555,131944.44444444444,111111.11111111111,69444.44444444445,52.48
IPI00283531,27,10,14,22,32,32,49,27,22,114893.6170212766,42553.1914893617,59574.46808510638,93617.02127659574,136170.21276595746,136170.21276595746,208510.63829787233,114893.6170212766,93617.02127659574,43.56
IPI00331650,7,5,8,31,53,43,7,4,3,43478.260869565216,31055.900621118013,49689.44099378882,192546.58385093167,329192.5465838509,267080.74534161494,43478.260869565216,24844.72049689441,18633.540372670806,107.36
IPI00126120,18,39,25,61,99,30,15,6,12,59016.39344262295,127868.85245901639,81967.2131147541,200000.0,324590.16393442627,98360.65573770492,49180.32786885246,19672.131147540986,39344.26229508197,87.04
IPI00153986,2,1,1,2,3,3,1,10,8,64516.12903225806,32258.06451612903,32258.06451612903,64516.12903225806,96774.19354838709,96774.19354838709,32258.06451612903,322580.6451612903,258064.51612903224,95.31
IPI00761677,10,1,3,11,2,13,9,33,11,107526.88172043012,10752.688172043012,32258.06451612903,118279.56989247313,21505.376344086024,139784.94623655913,96774.19354838709,354838.7096774194,118279.56989247313,92.7
IPI00228828,29,8,4,15,6,23,15,16,29,200000.0,55172.41379310345,27586.206896551725,103448.27586206897,41379.31034482759,158620.68965517243,103448.27586206897,110344.8275862069,200000.0,57.93
IPI00230264,10,7,8,14,16,11,12,14,23,86956.52173913043,60869.565217391304,69565.21739130435,121739.13043478261,139130.4347826087,95652.17391304349,104347.82608695651,121739.13043478261,200000.0,37.69
IPI00115598,14,29,26,21,21,11,7,8,14,92715.23178807947,192052.98013245035,172185.43046357614,139072.8476821192,139072.8476821192,72847.68211920529,46357.615894039736,52980.132450331126,92715.23178807947,46.72
IPI00121105,14,221,108,113,105,46,25,32,46,19718.30985915493,311267.60563380277,152112.676056338,159154.9295774648,147887.32394366196,64788.7323943662,35211.2676056338,45070.42253521127,64788.7323943662,83.08
IPI00223092,72,410,424,255,234,84,58,85,90,42056.07476635514,239485.98130841122,247663.55140186916,148948.59813084113,136682.2429906542,49065.42056074766,33878.504672897194,49649.53271028037,52570.09345794393,77.29
IPI00115607,31,279,241,130,76,29,29,55,77,32734.95248152059,294614.5723336853,254487.85638859557,137275.60718057022,80253.43189017952,30623.020063357973,30623.020063357973,58078.14149947202,81309.39809926083,89.25
IPI00115866,27,11,13,43,23,13,10,17,38,138461.53846153847,56410.256410256414,66666.66666666667,220512.8205128205,117948.71794871795,66666.66666666667,51282.05128205128,87179.48717948717,194871.79487179487,55.91
IPI00116991,13,12,10,16,13,17,32,36,22,76023.39181286549,70175.43859649122,58479.53216374269,93567.2514619883,76023.39181286549,99415.20467836257,187134.5029239766,210526.31578947368,128654.9707602339,48.6
IPI00110658,210,290,298,272,306,698,162,554,154,71331.52173913043,98505.43478260869,101222.82608695653,92391.30434782608,103940.21739130435,237092.39130434784,55027.17391304348,188179.34782608695,52309.782608695656,55.71
IPI00553333,197,272,281,252,319,616,118,431,141,74990.48344118767,103540.15987818805,106966.12105062809,95926.91282832128,121431.29044537495,234488.00913589646,44918.15759421393,164065.47392462887,53673.391701560715,52.69
IPI00316491,200,322,326,295,337,572,152,513,168,69324.09012131716,111611.78509532062,112998.26689774697,102253.0329289428,116811.09185441941,198266.89774696706,52686.30849220104,177816.2911611785,58232.235701906415,45.13
IPI00828490,14,2,11,3,6,31,14,58,15,90909.09090909091,12987.012987012988,71428.57142857142,19480.51948051948,38961.03896103896,201298.70129870131,90909.09090909091,376623.3766233766,97402.59740259741,102.83
IPI00114232,3,3,3,8,4,11,2,20,24,38461.53846153846,38461.53846153846,38461.53846153846,102564.10256410256,51282.05128205128,141025.64102564103,25641.02564102564,256410.25641025638,307692.3076923077,94.09
IPI00323705,20,3,9,32,8,6,11,8,68,121212.12121212122,18181.81818181818,54545.454545454544,193939.39393939395,48484.84848484849,36363.63636363636,66666.66666666667,48484.84848484849,412121.2121212121,112.42
IPI00137694,20,3,6,4,2,6,1,10,10,322580.6451612903,48387.096774193546,96774.19354838709,64516.12903225806,32258.06451612903,96774.19354838709,16129.032258064515,161290.32258064515,161290.32258064515,85.09
IPI00313817,23,9,15,27,22,31,24,40,38,100436.68122270743,39301.31004366813,65502.18340611354,117903.93013100437,96069.8689956332,135371.17903930132,104803.49344978166,174672.48908296943,165938.86462882097,39.36
IPI00116442,6,2,2,2,3,12,3,8,22,100000.0,33333.333333333336,33333.333333333336,33333.333333333336,50000.0,200000.0,50000.0,133333.33333333334,366666.6666666666,100.34
IPI00111166,41,15,22,17,8,15,7,14,16,264516.12903225806,96774.19354838709,141935.48387096776,109677.41935483871,51612.903225806454,96774.19354838709,45161.290322580644,90322.58064516129,103225.80645161291,58.05
IPI00112128,15,19,15,22,23,14,9,2,11,115384.61538461539,146153.84615384616,115384.61538461539,169230.76923076925,176923.07692307694,107692.3076923077,69230.76923076923,15384.615384615385,84615.38461538462,45.68
IPI00123379,36,70,65,124,189,133,591,87,45,26865.671641791043,52238.80597014925,48507.46268656717,92537.31343283581,141044.776119403,99253.73134328358,441044.77611940296,64925.373134328365,33582.08955223881,115.98
IPI00399686,1,1,1,4,1,2,1,13,7,32258.06451612903,32258.06451612903,32258.06451612903,129032.25806451612,32258.06451612903,64516.12903225806,32258.06451612903,419354.83870967745,225806.4516129032,119.8
IPI00114424,1,1,6,17,3,11,2,15,9,15384.615384615385,15384.615384615385,92307.69230769231,261538.46153846156,46153.846153846156,169230.76923076925,30769.23076923077,230769.23076923078,138461.53846153847,84.44
IPI00762140,41,2,2,61,4,34,28,34,72,147482.01438848922,7194.244604316547,7194.244604316547,219424.46043165468,14388.489208633095,122302.1582733813,100719.42446043165,122302.1582733813,258992.80575539568,81.89
IPI00135085,29,20,13,44,58,38,7,51,14,105839.41605839416,72992.700729927,47445.255474452555,160583.9416058394,211678.8321167883,138686.13138686132,25547.445255474453,186131.38686131386,51094.890510948906,59.87
IPI00762434,51,13,53,17,52,28,32,100,77,120567.37588652481,30732.86052009456,125295.50827423166,40189.125295508275,122931.44208037824,66193.85342789599,75650.11820330968,236406.6193853428,182033.09692671397,60.31
IPI00676574,78,6,6,11,42,12,3,136,44,230769.23076923078,17751.479289940828,17751.479289940828,32544.378698224853,124260.3550295858,35502.958579881655,8875.739644970414,402366.8639053255,130177.51479289941,118.83
IPI00309574,21,3,5,18,25,3,1,56,71,103448.27586206897,14778.325123152708,24630.541871921185,88669.95073891626,123152.70935960591,14778.325123152708,4926.108374384236,275862.0689655172,349753.6945812808,111.19
IPI00453903,8,3,29,12,25,16,2,29,37,49689.44099378882,18633.540372670806,180124.22360248448,74534.16149068323,155279.50310559006,99378.88198757764,12422.360248447205,180124.22360248448,229813.66459627327,70.51
IPI00649259,19,4,1,8,10,14,5,7,9,246753.24675324676,51948.05194805195,12987.012987012988,103896.1038961039,129870.12987012985,181818.18181818182,64935.064935064926,90909.09090909091,116883.11688311688,63.24
IPI00649267,6,1,1,4,5,4,3,5,8,162162.16216216216,27027.02702702703,27027.02702702703,108108.10810810812,135135.13513513515,108108.10810810812,81081.08108108108,135135.13513513515,216216.21621621624,54.99
IPI00116222,43,53,76,54,43,26,23,13,24,121126.76056338029,149295.77464788733,214084.5070422535,152112.676056338,121126.76056338029,73239.43661971831,64788.7323943662,36619.718309859156,67605.6338028169,50.28
IPI00154047,24,53,64,39,30,20,27,17,15,83044.98269896193,183391.0034602076,221453.28719723184,134948.09688581317,103806.22837370241,69204.15224913496,93425.60553633218,58823.529411764706,51903.114186851206,52.4
IPI00108189,47,17,28,50,33,26,37,22,45,154098.3606557377,55737.70491803279,91803.27868852459,163934.4262295082,108196.72131147541,85245.90163934426,121311.47540983607,72131.14754098361,147540.98360655736,34.43
IPI00133034,8,7,7,24,15,11,7,3,12,85106.3829787234,74468.08510638298,74468.08510638298,255319.14893617018,159574.4680851064,117021.27659574468,74468.08510638298,31914.893617021273,127659.57446808509,59.04
IPI00131903,10,8,8,7,11,4,8,5,7,147058.82352941178,117647.05882352941,117647.05882352941,102941.17647058822,161764.70588235295,58823.529411764706,117647.05882352941,73529.41176470589,102941.17647058822,28.93
IPI00311726,49,11,10,26,41,44,28,28,12,196787.1485943775,44176.70682730924,40160.642570281125,104417.67068273092,164658.6345381526,176706.82730923695,112449.79919678715,112449.79919678715,48192.77108433735,53.27
IPI00223714,1,1,1,6,1,7,9,8,3,27027.02702702703,27027.02702702703,27027.02702702703,162162.16216216216,27027.02702702703,189189.1891891892,243243.24324324325,216216.21621621624,81081.08108108108,81.99
IPI00283611,162,52,186,90,9,65,4,42,42,248466.25766871165,79754.60122699387,285276.07361963193,138036.80981595092,13803.680981595093,99693.25153374232,6134.9693251533745,64417.177914110434,64417.177914110434,87.66
IPI00229570,9,4,8,15,6,21,5,12,3,108433.73493975904,48192.77108433735,96385.5421686747,180722.89156626505,72289.15662650602,253012.04819277106,60240.96385542169,144578.31325301205,36144.57831325301,63.64
IPI00462291,21,6,15,20,15,31,12,54,42,97222.22222222222,27777.777777777777,69444.44444444445,92592.59259259258,69444.44444444445,143518.5185185185,55555.555555555555,250000.0,194444.44444444444,64.68
IPI00228879,11,2,6,9,3,13,2,19,14,139240.5063291139,25316.45569620253,75949.3670886076,113924.05063291139,37974.6835443038,164556.96202531643,25316.45569620253,240506.32911392406,177215.18987341772,68.3
IPI00127625,16,15,20,26,59,8,7,12,12,91428.57142857143,85714.28571428571,114285.71428571428,148571.42857142858,337142.85714285716,45714.28571428572,40000.0,68571.42857142858,68571.42857142858,82.05
IPI00309322,32,6,18,14,11,21,7,25,26,200000.0,37500.0,112500.0,87500.0,68750.0,131250.0,43750.0,156250.0,162500.0,50.61
IPI00109813,7,3,8,17,7,27,11,41,14,51851.85185185185,22222.222222222223,59259.25925925926,125925.92592592591,51851.85185185185,200000.0,81481.48148148149,303703.7037037037,103703.7037037037,80.35
IPI00553777,14,6,8,16,11,30,26,78,12,69651.74129353234,29850.746268656716,39800.99502487562,79601.99004975124,54726.36815920398,149253.73134328358,129353.23383084577,388059.70149253734,59701.49253731343,99.97
IPI00622847,12,25,24,32,33,49,31,79,30,38095.2380952381,79365.07936507936,76190.4761904762,101587.30158730158,104761.90476190476,155555.55555555556,98412.69841269842,250793.6507936508,95238.09523809524,54.73
IPI00269661,9,13,14,42,28,69,54,83,26,26627.218934911245,38461.53846153846,41420.11834319527,124260.3550295858,82840.23668639053,204142.0118343195,159763.31360946747,245562.1301775148,76923.07692307692,70.08
IPI00117288,11,5,16,32,15,41,34,58,23,46808.51063829787,21276.59574468085,68085.10638297873,136170.21276595746,63829.787234042546,174468.085106383,144680.8510638298,246808.51063829786,97872.34042553192,64.15
IPI00330958,12,8,7,15,9,25,10,56,21,73619.63190184049,49079.754601226996,42944.78527607362,92024.53987730062,55214.72392638037,153374.23312883437,61349.69325153374,343558.28220858896,128834.35582822087,85.38
IPI00226073,4,6,8,23,16,32,24,78,42,17167.38197424893,25751.07296137339,34334.76394849786,98712.44635193133,68669.52789699571,137339.05579399143,103004.29184549356,334763.94849785406,180257.51072961374,89.73
IPI00133916,8,5,8,16,7,11,13,28,21,68376.06837606839,42735.042735042734,68376.06837606839,136752.13675213678,59829.05982905983,94017.09401709402,111111.11111111111,239316.2393162393,179487.1794871795,57.82
IPI00108143,14,7,7,33,6,27,22,43,14,80924.85549132948,40462.42774566474,40462.42774566474,190751.44508670518,34682.08092485549,156069.36416184972,127167.63005780346,248554.91329479768,80924.85549132948,67.62
IPI00223253,44,54,34,98,63,100,90,166,93,59299.191374663074,72776.28032345013,45822.10242587601,132075.4716981132,84905.66037735848,134770.88948787062,121293.80053908356,223719.67654986525,125336.92722371967,48.35
IPI00620362,6,19,9,14,6,42,24,78,35,25751.07296137339,81545.0643776824,38626.609442060086,60085.83690987124,25751.07296137339,180257.51072961374,103004.29184549356,334763.94849785406,150214.5922746781,89.83
IPI00132443,5,20,4,28,12,49,16,125,65,15432.098765432098,61728.39506172839,12345.679012345678,86419.75308641975,37037.03703703704,151234.56790123458,49382.71604938271,385802.4691358025,200617.28395061727,108.53
IPI00128441,6,5,7,8,5,30,22,40,15,43478.260869565216,36231.884057971016,50724.637681159424,57971.014492753624,36231.884057971016,217391.30434782608,159420.28985507245,289855.0724637681,108695.65217391304,82.88
IPI00458583,39,32,41,56,66,122,58,216,66,56034.48275862069,45977.011494252874,58908.04597701149,80459.77011494253,94827.58620689655,175287.3563218391,83333.33333333333,310344.8275862069,94827.58620689655,75.34
IPI00123501,5,11,5,3,4,22,9,45,49,32679.738562091505,71895.4248366013,32679.738562091505,19607.843137254902,26143.7908496732,143790.8496732026,58823.529411764706,294117.64705882355,320261.4379084967,105.76
IPI00222208,6,13,1,6,2,35,16,47,2,46875.0,101562.5,7812.5,46875.0,15625.0,273437.5,125000.0,367187.5,15625.0,114.45
IPI00121760,18,1,2,14,6,20,2,13,40,155172.41379310345,8620.689655172413,17241.379310344826,120689.6551724138,51724.137931034486,172413.7931034483,17241.379310344826,112068.96551724138,344827.5862068966,96.55
IPI00230310,55,3,4,10,8,17,6,10,8,454545.45454545453,24793.388429752067,33057.85123966942,82644.62809917355,66115.70247933884,140495.86776859505,49586.776859504134,82644.62809917355,66115.70247933884,119.83
IPI00230449,16,4,1,9,7,12,9,9,8,213333.33333333334,53333.333333333336,13333.333333333334,120000.0,93333.33333333334,160000.0,120000.0,120000.0,106666.66666666667,51.61
IPI00284806,40,14,25,24,27,28,20,38,38,157480.3149606299,55118.11023622047,98425.19685039371,94488.18897637795,106299.2125984252,110236.22047244094,78740.15748031496,149606.29921259845,149606.29921259845,31.43
IPI00128484,14,82,78,61,52,128,38,42,66,24955.436720142603,146167.55793226382,139037.43315508022,108734.40285204991,92691.62210338682,228163.99286987522,67736.1853832442,74866.3101604278,117647.05882352941,52.01
IPI00121071,42,11,10,22,18,23,5,15,10,269230.7692307692,70512.82051282052,64102.564102564094,141025.64102564103,115384.61538461539,147435.89743589744,32051.282051282047,96153.84615384616,64102.564102564094,63.46
IPI00130640,21,4,2,73,72,6,16,8,6,100961.53846153847,19230.76923076923,9615.384615384615,350961.53846153844,346153.8461538461,28846.153846153848,76923.07692307692,38461.53846153846,28846.153846153848,123.89
IPI00320847,2,2,12,4,5,4,3,2,1,57142.85714285714,57142.85714285714,342857.14285714284,114285.71428571428,142857.14285714284,114285.71428571428,85714.28571428571,57142.85714285714,28571.42857142857,84.74
IPI00626132,53,52,92,72,96,41,40,28,29,105367.79324055665,103379.72166998012,182902.58449304177,143141.15308151094,190854.8707753479,81510.93439363818,79522.86282306163,55666.00397614315,57654.07554671968,45.49
IPI00110224,21,5,7,53,26,43,2,11,23,109947.6439790576,26178.010471204187,36649.21465968586,277486.9109947644,136125.6544502618,225130.890052356,10471.204188481675,57591.62303664922,120418.84816753927,82.45
IPI00119219,41,31,21,27,39,27,22,19,20,165991.9028340081,125506.07287449391,85020.24291497975,109311.74089068826,157894.73684210525,109311.74089068826,89068.82591093116,76923.07692307692,80971.65991902835,29.61
IPI00331628,41,95,71,114,197,63,3,34,82,58571.42857142857,135714.2857142857,101428.57142857142,162857.14285714287,281428.5714285714,90000.0,4285.714285714286,48571.42857142857,117142.85714285714,71.82
IPI00330804,285,112,68,146,147,205,83,233,359,173992.67399267398,68376.06837606839,41514.04151404151,89133.08913308913,89743.58974358975,125152.62515262516,50671.55067155067,142246.64224664224,219169.71916971917,53.3
IPI00229080,438,263,241,340,292,371,164,451,446,145708.58283433132,87491.68330006652,80172.9873586161,113107.11909514305,97139.05522288756,123419.82701264138,54557.551563539586,150033.26679973386,148369.9268130406,30.46
IPI00129526,150,135,129,188,295,242,316,220,424,71462.60123868509,64316.34111481658,61457.837065269174,89566.46021915198,140543.115769414,115292.99666507861,150547.87994282992,104811.81515007146,202000.9528346832,42.01
IPI00346073,5,2,2,32,3,19,1,6,8,64102.564102564094,25641.02564102564,25641.02564102564,410256.41025641025,38461.53846153846,243589.7435897436,12820.51282051282,76923.07692307692,102564.10256410256,119.08
IPI00133208,8,3,3,30,8,11,3,4,10,100000.0,37500.0,37500.0,375000.0,100000.0,137500.0,37500.0,50000.0,125000.0,95.86
IPI00331556,156,111,161,124,146,116,86,151,167,128078.81773399016,91133.00492610838,132183.908045977,101806.23973727423,119868.63711001643,95238.09523809524,70607.55336617405,123973.72742200329,137110.01642036124,20.2
IPI00317710,106,32,43,44,21,45,4,30,243,186619.71830985916,56338.028169014084,75704.22535211267,77464.78873239436,36971.83098591549,79225.35211267606,7042.2535211267605,52816.9014084507,427816.9014084507,115.66
IPI00319992,135,159,158,178,260,220,403,172,302,67941.62053346755,80020.13085052844,79516.85958731757,89582.28485153498,130850.52843482637,110719.67790639155,202818.31907398088,86562.65727226975,151987.92148968292,39.44
IPI00323357,318,209,173,222,199,237,113,262,244,160849.77238239755,105715.73090541225,87506.32271117855,112291.35053110775,100657.56196256954,119878.60394537178,57157.3090541224,132524.0263024785,123419.32220536166,26.18
IPI00133903,135,284,234,218,192,101,68,95,107,94142.25941422593,198047.41980474198,163179.91631799165,152022.31520223152,133891.21338912132,70432.35704323571,47419.80474198047,66248.25662482566,74616.45746164574,46.99
IPI00128522,6,33,55,18,1,45,3,10,23,30927.835051546394,170103.09278350516,283505.1546391753,92783.50515463918,5154.639175257732,231958.76288659795,15463.917525773197,51546.391752577314,118556.70103092783,89.18
IPI00120257,8,2,4,4,1,10,4,24,26,96385.5421686747,24096.385542168675,48192.77108433735,48192.77108433735,12048.192771084337,120481.92771084337,48192.77108433735,289156.6265060241,313253.0120481928,101.69
IPI00308885,196,288,337,383,306,105,132,140,118,97755.61097256857,143640.897755611,168079.80049875312,191022.4438902743,152618.45386533666,52369.07730673317,65835.4114713217,69825.43640897755,58852.867830423944,47.76
IPI00113824,1,239,312,131,16,123,11,14,22,1150.7479861910242,275028.7686996548,359033.37169159955,150747.98619102416,18411.967779056387,141542.00230149596,12658.227848101265,16110.471806674339,25316.45569620253,118.03
IPI00123802,97,37,25,66,88,40,33,94,37,187620.88974854932,71566.73114119923,48355.899419729205,127659.57446808509,170212.7659574468,77369.43907156674,63829.787234042546,181818.18181818182,71566.73114119923,50.37
IPI00271166,194,72,30,105,78,67,55,87,137,235151.51515151514,87272.72727272728,36363.63636363636,127272.72727272726,94545.45454545454,81212.1212121212,66666.66666666667,105454.54545454546,166060.60606060605,53.24
IPI00463909,228,92,156,112,140,143,67,240,209,164383.5616438356,66330.20908435472,112472.96322999279,80749.81975486662,100937.27469358327,103100.21629416005,48305.69574621485,173035.32804614273,150684.9315068493,39.33
IPI00123342,116,65,83,102,230,157,304,104,179,86567.16417910448,48507.46268656717,61940.298507462685,76119.40298507462,171641.79104477612,117164.17910447762,226865.67164179106,77611.94029850746,133582.0895522388,52.18
IPI00119004,8,8,8,41,36,23,24,15,13,45454.545454545456,45454.545454545456,45454.545454545456,232954.54545454544,204545.45454545456,130681.81818181818,136363.63636363635,85227.27272727272,73863.63636363637,63.31
IPI00225201,64,54,66,60,77,75,186,98,68,85561.4973262032,72192.51336898396,88235.29411764706,80213.9037433155,102941.17647058822,100267.37967914439,248663.10160427808,131016.04278074866,90909.09090909091,48.84
IPI00453499,47,101,117,55,63,33,12,32,43,93439.36381709742,200795.22862823063,232604.37375745527,109343.93638170973,125248.50894632205,65606.36182902585,23856.858846918487,63618.2902584493,85487.07753479124,60.3
IPI00380339,5,5,6,8,7,1,1,4,3,125000.0,125000.0,150000.0,200000.0,175000.0,25000.0,25000.0,100000.0,75000.0,55.24
IPI00119784,19,57,56,33,69,26,36,33,30,52924.791086350975,158774.37325905293,155988.85793871866,91922.00557103063,192200.5571030641,72423.3983286908,100278.55153203342,91922.00557103063,83565.45961002786,41.92
IPI00135231,56,78,50,144,141,53,40,41,78,82232.01174743025,114537.4449339207,73421.43906020558,211453.74449339206,207048.45814977973,77826.72540381791,58737.15124816446,60205.580029368575,114537.4449339207,53.24
IPI00318614,25,122,213,124,54,78,75,47,29,32594.52411994785,159061.2777053455,277705.3455019557,161668.83963494134,70404.17209908734,101694.91525423729,97783.57235984354,61277.705345501956,37809.64797913951,70.11
IPI00459725,78,105,144,68,22,29,18,25,21,152941.17647058825,205882.35294117645,282352.9411764706,133333.33333333334,43137.25490196078,56862.74509803922,35294.117647058825,49019.60784313725,41176.470588235294,79.62
IPI00126635,83,114,148,77,23,25,23,25,16,155430.71161048688,213483.1460674157,277153.55805243447,144194.7565543071,43071.16104868914,46816.479400749064,43071.16104868914,46816.479400749064,29962.5468164794,81.26
IPI00109169,77,106,98,52,20,19,15,23,9,183770.88305489262,252983.2935560859,233890.21479713602,124105.01193317422,47732.6968973747,45346.062052505964,35799.522673031024,54892.60143198091,21479.713603818615,81.66
IPI00115850,27,8,3,20,45,14,7,11,20,174193.5483870968,51612.903225806454,19354.83870967742,129032.25806451612,290322.58064516133,90322.58064516129,45161.290322580644,70967.74193548388,129032.25806451612,74.69
IPI00133002,2,1,1,2,2,2,2,2,5,105263.15789473684,52631.57894736842,52631.57894736842,105263.15789473684,105263.15789473684,105263.15789473684,105263.15789473684,105263.15789473684,263157.8947368421,55.26
IPI00133243,1,2,4,3,6,5,3,3,3,33333.333333333336,66666.66666666667,133333.33333333334,100000.0,200000.0,166666.66666666666,100000.0,100000.0,100000.0,45.0
IPI00118929,2,3,4,6,5,4,2,9,1,55555.555555555555,83333.33333333333,111111.11111111111,166666.66666666666,138888.8888888889,111111.11111111111,55555.555555555555,250000.0,27777.777777777777,61.24
IPI00308971,29,66,74,97,66,69,72,44,53,50877.19298245614,115789.47368421052,129824.56140350876,170175.43859649124,115789.47368421052,121052.63157894737,126315.78947368421,77192.98245614035,92982.45614035087,30.72
IPI00380780,18,8,12,9,10,13,49,42,37,90909.09090909091,40404.04040404041,60606.06060606061,45454.545454545456,50505.0505050505,65656.56565656567,247474.74747474748,212121.21212121213,186868.68686868687,72.94
IPI00120155,2,1,4,1,4,17,4,4,2,51282.05128205128,25641.02564102564,102564.10256410256,25641.02564102564,102564.10256410256,435897.4358974359,102564.10256410256,102564.10256410256,51282.05128205128,113.64
IPI00318550,4,1,2,5,2,11,17,36,30,37037.03703703704,9259.25925925926,18518.51851851852,46296.29629629629,18518.51851851852,101851.85185185184,157407.40740740742,333333.3333333333,277777.7777777778,108.65
IPI00116668,6,20,22,26,6,56,5,37,10,31914.893617021273,106382.97872340426,117021.27659574468,138297.87234042553,31914.893617021273,297872.3404255319,26595.744680851065,196808.51063829788,53191.48936170213,81.78
